name,slug,category,province,regency,district,village,address,latitude,longitude,price_min,price_max,is_free,opening_time,closing_time,is_open_24h,days_open,facilities,images,rating,review_count,popularity,visitor_count,safety,cleanliness,beauty,road_access,crowd_level,hidden_gem_score,phone,is_trending,is_featured,_real
Masjid Luar Batang,masjid-luar-batang,religi,DKI Jakarta,Jakarta Utara,Kecamatan Tamansari,Kampung Wonokerto,"Masjid Luar Batang, Kota Administrasi Jakarta Utara, Provinsi DKI Jakarta, Indonesia",-6.1238,106.80646,6471.75,10788.67,False,06:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu,"https://upload.wikimedia.org/wikipedia/commons/9/98/COLLECTIE_TROPENMUSEUM_Moskee_Luar_Batang_%28Batavia%29_TMnr_60046455.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Moskee%20Luar%20Batang%20%28Batavia%29%20TMnr%2060046455.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=467645637|https://loremflickr.com/800/600/mosque,indonesia?lock=467645644",5.0,7,2,2881,3.27,3.95,4.47,4.42,3.69,76.97,08907527366,False,True,
Masjid Gedhe Kauman,masjid-gedhe-kauman,religi,Jawa Tengah,Boyolali,Kecamatan Tegal,Desa Cipedes,"Masjid Gedhe Kauman, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.803946,110.362555,0,,True,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,keluarga|papan_informasi|parkir|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Grote_moskee_bij_de_kraton_te_Jogjakarta%2C_Midden-Java%2C_KITLV_29493.tiff/lossy-page1-960px-Grote_moskee_bij_de_kraton_te_Jogjakarta%2C_Midden-Java%2C_KITLV_29493.tiff.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Jogja%20-%20Mesjid%20Gedhe%20Kauman%20Karaton%20Ngayogyakarta%20Hadiningrat%20%282025%29%20-%20img%2001.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=1501108092|https://loremflickr.com/800/600/mosque,indonesia?lock=1501108099",4.97,155,34,86454,3.84,3.64,3.05,4.39,2.61,63.81,08358651494,True,False,
Masjid Tua Palopo,masjid-tua-palopo,religi,Sulawesi Tengah,Poso,Kecamatan Pondok,Kampung Cikalong,"Masjid Tua Palopo, Kabupaten Poso, Provinsi Sulawesi Tengah, Indonesia",-2.994113,120.195301,0,,True,08:00,17:00,False,sat|sun,anak|papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Masjid_Tua_Palopo.JPG/960px-Masjid_Tua_Palopo.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Tua%20Palopo.JPG?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=32010341|https://loremflickr.com/800/600/mosque,indonesia?lock=32010348",5.0,94,21,29822,4.26,4.57,4.46,4.73,3.84,77.07,08188471578,False,False,
Masjid Kasunyatan,masjid-kasunyatan,religi,Banten,Kota Serang,Kecamatan Sindang,Desa Tegal Rejo,"Masjid Kasunyatan, Kota Serang, Provinsi Banten, Indonesia",-6.050932,106.157169,5379.38,6100.19,False,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Masjid_Kasunyatan-1.jpg/960px-Masjid_Kasunyatan-1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Kasunyatan-1.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=2806911129|https://loremflickr.com/800/600/mosque,indonesia?lock=2806911136",5.0,37,7,12431,4.66,4.39,3.68,3.27,3.66,77.33,08309647970,False,False,
Masjid Agung Palembang,masjid-agung-palembang,religi,Jambi,Kota Jambi,Kecamatan Sumberjaya,Kelurahan Tegal Rejo,"Masjid Agung Palembang, Kota Jambi, Provinsi Jambi, Indonesia",-2.98748,104.75997,0,,True,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Great_Mosque_of_Palembang_20230808_174444.jpg/960px-Great_Mosque_of_Palembang_20230808_174444.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Palembang.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=1304408304|https://loremflickr.com/800/600/mosque,indonesia?lock=1304408311",5.0,4,1,2318,4.22,4.77,3.6,3.43,3.29,82.68,08982608578,False,False,
Masjid Mutaqaddimin,masjid-mutaqaddimin,religi,Sumatera Barat,Tanah Datar,Kecamatan Babakan,Kelurahan Mekar Sari,"Masjid Mutaqaddimin, Kabupaten Tanah Datar, Provinsi Sumatera Barat, Indonesia",-0.234678,100.687486,0,,True,07:00,17:00,False,fri|sat|sun|thu|tue|wed,papan_informasi|parkir|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=105870131|https://loremflickr.com/800/600/mosque,indonesia?lock=105870138|https://loremflickr.com/800/600/mosque,indonesia?lock=105870144|https://loremflickr.com/800/600/mosque,indonesia?lock=105870160",5.0,31,12,12295,4.9,4.92,4.38,3.16,2.18,92.16,08951377555,False,False,
Masjid Raya Nanggalo,masjid-raya-nanggalo,religi,Sumatera Barat,Kota Padang,Kecamatan Kencana,Kampung Cihideung,"Masjid Raya Nanggalo, Kota Padang, Provinsi Sumatera Barat, Indonesia",-0.9033,100.371294,0,,True,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,parkir|tempat_wudhu|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=3043595386|https://loremflickr.com/800/600/mosque,indonesia?lock=3043595393|https://loremflickr.com/800/600/mosque,indonesia?lock=3043595399|https://loremflickr.com/800/600/mosque,indonesia?lock=3043595415",5.0,69,21,57511,3.42,4.53,3.12,4.81,2.71,71.51,08905788942,False,False,
Masjid Nurul Amin Pagaruyung,masjid-nurul-amin-pagaruyung,religi,Sumatera Barat,Tanah Datar,Kecamatan Cikole,Desa Cihideung,"Masjid Nurul Amin Pagaruyung, Kabupaten Tanah Datar, Provinsi Sumatera Barat, Indonesia",-0.47392,100.62276,506.17,,False,07:00,22:00,False,fri|sat|sun|thu|tue|wed,papan_informasi|parkir|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Masjid_Nurul_Amin_Pagaruyung_Februari_2020_1.jpg/960px-Masjid_Nurul_Amin_Pagaruyung_Februari_2020_1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Nurul%20Amin%20Pagaruyung%20Februari%202020%201.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=3929637607|https://loremflickr.com/800/600/mosque,indonesia?lock=3929637614",5.0,170,45,126206,4.14,3.08,3.01,4.95,2.86,65.75,08142585286,False,False,
Masjid Agung Al-Manan,masjid-agung-al-manan,religi,Riau,Kota Dumai,Kecamatan Tamansari,Kampung Rancabango,"Masjid Agung Al-Manan, Kota Dumai, Provinsi Riau, Indonesia",1.581062,101.386063,0,,True,06:00,17:00,False,sat|sun,papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Dumai_Mosque.jpg/960px-Dumai_Mosque.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Dumai%20Mosque.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=1690655872|https://loremflickr.com/800/600/mosque,indonesia?lock=1690655879",5.0,67,29,49440,4.28,3.61,4.07,4.66,2.62,75.58,08553328381,False,False,
Masjid Raya Akbar At-Taqwa,masjid-raya-akbar-at-taqwa,religi,Sumatera Selatan,Musi Rawas,Kecamatan Beringin,Kelurahan Sumber Mukti,"Masjid Raya Akbar At-Taqwa, Kabupaten Musi Rawas, Provinsi Sumatera Selatan, Indonesia",-3.8,102.258889,0,,True,08:00,22:00,False,fri|mon|sat|sun|thu|tue,papan_informasi|parkir|pasangan|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Masjid_Agung.jpg/960px-Masjid_Agung.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=130925815|https://loremflickr.com/800/600/mosque,indonesia?lock=130925822",5.0,38,11,21207,3.72,4.45,3.84,4.88,4.19,69.75,08919534966,False,False,
Masjid Nurul Hilal Dato Tiro,masjid-nurul-hilal-dato-tiro,religi,Sulawesi Selatan,Bulukumba,Kecamatan Margasari,Kampung Batu Hitam,"Masjid Nurul Hilal Dato Tiro, Kabupaten Bulukumba, Provinsi Sulawesi Selatan, Indonesia",-5.469276,120.423954,0,,True,06:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu,"https://loremflickr.com/800/600/mosque,indonesia?lock=2965356654|https://loremflickr.com/800/600/mosque,indonesia?lock=2965356661|https://loremflickr.com/800/600/mosque,indonesia?lock=2965356667|https://loremflickr.com/800/600/mosque,indonesia?lock=2965356683",5.0,74,21,36091,3.62,3.07,3.01,4.64,3.72,58.22,08305845443,False,False,
Masjid Angke,masjid-angke,religi,DKI Jakarta,Jakarta Barat,Kecamatan Kencana,Kelurahan Mulya Sari,"Masjid Angke, Kota Administrasi Jakarta Barat, Provinsi DKI Jakarta, Indonesia",-6.14337,106.796,0,,True,06:00,19:00,False,fri|mon|sat|sun|thu|wed,papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/4/4c/COLLECTIE_TROPENMUSEUM_Moskee_te_Angke_bij_Batavia_TMnr_60048715.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Moskee%20te%20Angke%20bij%20Batavia%20TMnr%2060048715.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=181155469|https://loremflickr.com/800/600/mosque,indonesia?lock=181155476",5.0,189,39,96723,3.17,4.04,3.69,4.92,3.16,69.88,08926129911,False,False,
Masjid Agung Batam,masjid-agung-batam,religi,Kepulauan Riau,Kota Batam,Kecamatan Kencana,Kelurahan Cihideung,"Masjid Agung Batam, Kota Batam, Provinsi Kepulauan Riau, Indonesia",1.12624,104.053396,0,,True,08:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,anak|papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Masjid_Agung%2C_Batam.jpg/960px-Masjid_Agung%2C_Batam.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%2C%20Batam.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=1788495031|https://loremflickr.com/800/600/mosque,indonesia?lock=1788495038",5.0,5,1,2279,3.16,4.26,3.8,3.42,3.26,70.26,08586344469,False,False,
Masjid Agung Kauman Pekalongan,masjid-agung-kauman-pekalongan,religi,Jawa Tengah,Banjarnegara,Kecamatan Cibiru,Desa Margasari,"Masjid Agung Kauman Pekalongan, Kabupaten Banjarnegara, Provinsi Jawa Tengah, Indonesia",-6.890284,109.675358,0,,True,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,keluarga|papan_informasi|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Masjid_Agung_Al-Jami%27.jpg/960px-Masjid_Agung_Al-Jami%27.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/mosque,indonesia?lock=2193349384|https://loremflickr.com/800/600/mosque,indonesia?lock=2193349391|https://loremflickr.com/800/600/mosque,indonesia?lock=2193349397",5.0,27,8,13092,4.5,3.6,3.21,4.26,4.0,59.92,08523892862,False,False,
Masjid Islamic Center Baitul Mukhlisin,masjid-islamic-center-baitul-mukhlisin,religi,Sumatera Selatan,Ogan Komering Ulu,Kecamatan Pangalengan,Kelurahan Tegal Rejo,"Masjid Islamic Center Baitul Mukhlisin, Kabupaten Ogan Komering Ulu, Provinsi Sumatera Selatan, Indonesia",-5.017039,104.115459,4652.3,8040.67,False,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|solo|tempat_wudhu,"https://loremflickr.com/800/600/mosque,indonesia?lock=917364178|https://loremflickr.com/800/600/mosque,indonesia?lock=917364185|https://loremflickr.com/800/600/mosque,indonesia?lock=917364191|https://loremflickr.com/800/600/mosque,indonesia?lock=917364207",5.0,73,13,55764,3.58,3.64,4.04,3.11,3.87,61.25,08737507381,False,False,
Masjid Merah Panjunan,masjid-merah-panjunan,religi,Jawa Barat,Kota Cirebon,Kecamatan Cikole,Kelurahan Mulya Sari,"Masjid Merah Panjunan, Kota Cirebon, Provinsi Jawa Barat, Indonesia",-6.717479,108.566065,2777.32,,False,08:00,22:00,False,mon|sat|sun|thu|tue|wed,papan_informasi|parkir|wc,"https://upload.wikimedia.org/wikipedia/commons/9/90/Masjid_Panjunan_di_Cirebon%2C_Amerta_-_Berkala_Arkeologi_1%2C_hal._7.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Merah%20Panjunan%2002.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=223742541|https://loremflickr.com/800/600/mosque,indonesia?lock=223742548",5.0,150,43,66597,3.36,5.0,3.31,3.56,3.04,65.53,08274321740,False,True,
Masjid Sekayu,masjid-sekayu,religi,Jawa Tengah,Kota Semarang,Kecamatan Babakan,Kampung Babakan,"Masjid Sekayu, Kota Semarang, Provinsi Jawa Tengah, Indonesia",-6.98165,110.41593,0,,True,07:00,18:00,False,fri|mon|sat|sun|thu|wed,papan_informasi|parkir|pasangan|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Pemugaran%20ke%205%20Masjid%20Sekayu.png?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=4187401255|https://loremflickr.com/800/600/mosque,indonesia?lock=4187401262|https://loremflickr.com/800/600/mosque,indonesia?lock=4187401268",5.0,6,3,4200,4.32,4.07,3.55,3.53,3.86,70.62,08288940166,False,False,
Masjid Agung Al-Muhsinin,masjid-agung-al-muhsinin,religi,Sumatera Barat,Solok,Kecamatan Pondok,Kelurahan Batu Hitam,"Masjid Agung Al-Muhsinin, Kabupaten Solok, Provinsi Sumatera Barat, Indonesia",-0.796065,100.663197,0,,True,07:00,17:00,False,fri|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Masjid_Agung_Solok.jpg/960px-Masjid_Agung_Solok.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20di%20Solok.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=2100771729|https://loremflickr.com/800/600/mosque,indonesia?lock=2100771736",5.0,183,31,81161,4.5,3.84,3.29,3.1,3.23,65.55,08369801756,False,False,
Masjid Agung Al-Barkah Bekasi,masjid-agung-al-barkah-bekasi,religi,DKI Jakarta,Jakarta Timur,Kecamatan Lebak,Desa Sukamulya,"Masjid Agung Al-Barkah Bekasi, Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta, Indonesia",-6.24077,106.999535,0,,True,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|pasangan|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Masjid_Al-Barkah_kota_Bekasi_-_panoramio.jpg/960px-Masjid_Al-Barkah_kota_Bekasi_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/mosque,indonesia?lock=2553859129|https://loremflickr.com/800/600/mosque,indonesia?lock=2553859136|https://loremflickr.com/800/600/mosque,indonesia?lock=2553859142",5.0,19,6,3778,3.78,4.16,4.46,4.94,3.02,82.59,08132027746,False,False,
Masjid Agung Baitunnur Pati,masjid-agung-baitunnur-pati,religi,Jawa Tengah,Jepara,Kecamatan Tanjungsari,Kampung Wonokerto,"Masjid Agung Baitunnur Pati, Kabupaten Jepara, Provinsi Jawa Tengah, Indonesia",-6.753691,111.039414,0,,True,06:00,19:00,False,mon|sat|sun|thu|tue|wed,papan_informasi|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Masjid_Agung_Baitunnur_Pati.jpg/960px-Masjid_Agung_Baitunnur_Pati.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Baitunnur%20Pati.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=828309997|https://loremflickr.com/800/600/mosque,indonesia?lock=828310004",5.0,183,37,77722,4.71,3.94,3.86,4.73,4.07,71.63,08451033199,False,False,
Masjid Bubrah,masjid-bubrah,religi,Jawa Tengah,Jepara,Kecamatan Wonosari,Desa Sukamaju,"Masjid Bubrah, Kabupaten Jepara, Provinsi Jawa Tengah, Indonesia",-6.807055,110.83357,0,,True,06:00,22:00,False,fri|mon|sat|thu|tue|wed,keluarga|papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Ru%C3%AFne_van_de_Longgar_Boebar_moskee_te_Demangan_bij_Klaten%2C_KITLV_166557.tiff/lossy-page1-960px-Ru%C3%AFne_van_de_Longgar_Boebar_moskee_te_Demangan_bij_Klaten%2C_KITLV_166557.tiff.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/mosque,indonesia?lock=3548990648|https://loremflickr.com/800/600/mosque,indonesia?lock=3548990655|https://loremflickr.com/800/600/mosque,indonesia?lock=3548990661",5.0,12,6,8229,4.48,3.31,4.39,3.6,2.36,84.89,08259131814,False,False,
Masjid Nurul Iman Koto Gadang,masjid-nurul-iman-koto-gadang,religi,Sumatera Barat,Agam,Kecamatan Tamansari,Kelurahan Cijeruk,"Masjid Nurul Iman Koto Gadang, Kabupaten Agam, Provinsi Sumatera Barat, Indonesia",-0.318243,100.357367,0,,True,08:00,19:00,False,fri|mon|sat|sun|thu|wed,keluarga|papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Moskee_Fort_de_Kock.jpg/960px-Moskee_Fort_de_Kock.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Nurul%20Iman%20Koto%20Gadang%202020%2002.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=2515263983|https://loremflickr.com/800/600/mosque,indonesia?lock=2515263990",5.0,20,9,16534,3.82,3.98,3.42,4.47,3.3,66.25,08353046500,False,False,
Masjid Raya Baitul Makmur Tanjung Uban,masjid-raya-baitul-makmur-tanjung-uban,religi,Kepulauan Riau,Kota Batam,Kecamatan Margasari,Desa Mulya Sari,"Masjid Raya Baitul Makmur Tanjung Uban, Kota Batam, Provinsi Kepulauan Riau, Indonesia",1.070556,104.228194,0,,True,07:00,22:00,False,fri|mon|sat|thu|tue|wed,keluarga|papan_informasi|parkir|tempat_wudhu|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=1393952712|https://loremflickr.com/800/600/mosque,indonesia?lock=1393952719|https://loremflickr.com/800/600/mosque,indonesia?lock=1393952725|https://loremflickr.com/800/600/mosque,indonesia?lock=1393952741",5.0,10,4,6107,4.49,4.83,4.26,3.33,2.17,88.9,08369758442,False,False,
Masjid Baitul Kamal,masjid-baitul-kamal,religi,DKI Jakarta,Jakarta Selatan,Kecamatan Gamping,Kampung Sumber Rejo,"Masjid Baitul Kamal, Kota Administrasi Jakarta Selatan, Provinsi DKI Jakarta, Indonesia",-6.393242,106.82161,2912.68,,False,08:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|tempat_wudhu|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=4060755689|https://loremflickr.com/800/600/mosque,indonesia?lock=4060755696|https://loremflickr.com/800/600/mosque,indonesia?lock=4060755702|https://loremflickr.com/800/600/mosque,indonesia?lock=4060755718",5.0,2,1,1600,3.43,4.2,4.41,3.65,3.8,72.24,08934699645,False,False,
Masjid Raya Singkawang,masjid-raya-singkawang,religi,Kepulauan Riau,Natuna,Kecamatan Gamping,Kelurahan Cihideung,"Masjid Raya Singkawang, Kabupaten Natuna, Provinsi Kepulauan Riau, Indonesia",0.910705,108.986251,1129.37,,False,08:00,18:00,False,fri|mon|sat|sun|thu|wed,papan_informasi|parkir|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Singkawang_mosque_101221-10546.jpg/960px-Singkawang_mosque_101221-10546.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Kota%20Singkawang.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=3624879818|https://loremflickr.com/800/600/mosque,indonesia?lock=3624879825",5.0,102,23,52074,3.56,4.82,4.36,4.39,2.87,82.32,08727063428,False,False,
Masjid Babussalam Bawan,masjid-babussalam-bawan,religi,Sumatera Barat,Agam,Kecamatan Tegal,Kampung Cibodas,"Masjid Babussalam Bawan, Kabupaten Agam, Provinsi Sumatera Barat, Indonesia",-0.20108,100.017493,4213.71,6246.42,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=1620132392|https://loremflickr.com/800/600/mosque,indonesia?lock=1620132399|https://loremflickr.com/800/600/mosque,indonesia?lock=1620132405|https://loremflickr.com/800/600/mosque,indonesia?lock=1620132421",5.0,19,4,3481,4.82,3.26,3.76,4.98,2.86,77.68,08571693566,False,False,
Masjid Gedhe Mataram,masjid-gedhe-mataram,religi,Jawa Tengah,Boyolali,Kecamatan Sukamaju,Kampung Pasar Baru,"Masjid Gedhe Mataram, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.829365,110.39818,0,,True,08:00,19:00,False,mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Masjid_Mataram_Kotagede.jpg/960px-Masjid_Mataram_Kotagede.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://loremflickr.com/800/600/mosque,indonesia?lock=896865468|https://loremflickr.com/800/600/mosque,indonesia?lock=896865475|https://loremflickr.com/800/600/mosque,indonesia?lock=896865481",5.0,104,21,69875,4.69,4.73,3.86,4.33,2.35,81.28,08935451132,False,False,
Masjid Raya Kasang,masjid-raya-kasang,religi,Sumatera Barat,Padang Pariaman,Kecamatan Tamansari,Kampung Rancabango,"Masjid Raya Kasang, Kabupaten Padang Pariaman, Provinsi Sumatera Barat, Indonesia",-0.787715,100.341118,0,,True,07:00,18:00,False,fri|mon|sat|thu|tue|wed,parkir|pasangan|tempat_wudhu|wc,"https://loremflickr.com/800/600/mosque,indonesia?lock=2532230474|https://loremflickr.com/800/600/mosque,indonesia?lock=2532230481|https://loremflickr.com/800/600/mosque,indonesia?lock=2532230487|https://loremflickr.com/800/600/mosque,indonesia?lock=2532230503",5.0,9,3,7960,3.4,4.64,3.85,3.6,2.09,76.94,08882089823,False,True,
Masjid Kiai Gede,masjid-kiai-gede,religi,Kalimantan Barat,Ketapang,Kecamatan Sukamaju,Desa Cikalong,"Masjid Kiai Gede, Kabupaten Ketapang, Provinsi Kalimantan Barat, Indonesia",-2.48591,111.44434,3634.51,,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,anak|papan_informasi|parkir|wc,"https://upload.wikimedia.org/wikipedia/commons/2/24/Masjid_Kiai_Gede_Kotawaringin_Lama_3.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Kyai%20Gede%20001.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=2497683647|https://loremflickr.com/800/600/mosque,indonesia?lock=2497683654",5.0,29,5,8634,4.83,4.47,3.8,4.3,2.08,87.98,08162160739,False,True,
Masjid Jami Kalipasir,masjid-jami-kalipasir,religi,Banten,Kota Tangerang Selatan,Kecamatan Pondok,Kampung Rancabango,"Masjid Jami Kalipasir, Kota Tangerang Selatan, Provinsi Banten, Indonesia",-6.179222,106.628861,0,,True,06:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu,"https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jami%20Kalipasir.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=1220028152|https://loremflickr.com/800/600/mosque,indonesia?lock=1220028159|https://loremflickr.com/800/600/mosque,indonesia?lock=1220028165",5.0,57,18,31160,4.54,3.74,3.44,4.68,2.72,74.5,08834489679,False,True,
Masjid Agung Riyadusshalihin,masjid-agung-riyadusshalihin,religi,Kalimantan Tengah,Kota Palangka Raya,Kecamatan Gamping,Kelurahan Karang Sari,"Masjid Agung Riyadusshalihin, Kota Palangka Raya, Provinsi Kalimantan Tengah, Indonesia",-2.581894,115.382637,0,,True,06:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|tempat_wudhu|wc,"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Masjid_Agung_Riadhusshalihin_001.jpg/960px-Masjid_Agung_Riadhusshalihin_001.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Riadhusshalihin%20001.jpg?width=800|https://loremflickr.com/800/600/mosque,indonesia?lock=343872259|https://loremflickr.com/800/600/mosque,indonesia?lock=343872266",5.0,68,22,51442,3.15,3.92,3.43,4.78,2.21,72.46,08621352649,False,True,
